entry_id,L,n,rho,oracle,mean,min_nll,best_of_top1pct
AF-A0A011PC04-F1,178,1000,-0.13025634147074908,0.17204301075268819,0.03738112976505732,0.06493506493506494,0.06493506493506494
AF-A0A015S045-F1,448,1000,-0.2040896061765215,0.26566416040100255,0.10207039125955211,0.09523809523809525,0.16155988857938716
AF-A0A023Y1W3-F1,272,1000,-0.5048180693169567,0.4688995215311005,0.1754234852617733,0.23529411764705888,0.39560439560439564
AF-A0A060TBQ0-F1,250,1000,-0.09231117453432923,0.27199999999999996,0.0784774580883566,0.13829787234042554,0.15300546448087432
AF-A0A066U3V4-F1,574,1000,-0.22491077409644733,0.25461254612546125,0.12720024832686422,0.1875,0.19438444924406045
AF-A0A066YXC0-F1,148,1000,-0.6099811091718473,0.6923076923076923,0.3952620437308924,0.5714285714285715,0.6923076923076923
AF-A0A067PRJ7-F1,184,1000,-0.29178524316041815,0.3448275862068965,0.09246311743740963,0.09523809523809523,0.1836734693877551
AF-A0A068NSX3-F1,382,1000,-0.06208229430908951,0.19795221843003413,0.05497510624833113,0.05860805860805861,0.11538461538461539
AF-A0A068NVR3-F1,439,1000,0.01058154826341441,0.09703504043126686,0.040672362864509745,0.04011461318051576,0.05555555555555555
AF-A0A077ZA81-F1,457,1000,0.11521119965184128,0.1306930693069307,0.030606581168486822,0.03341288782816229,0.09871244635193134
AF-A0A078B3L6-F1,565,1000,-0.1694226044234599,0.1259259259259259,0.05589823439301638,0.06206896551724138,0.09747292418772562
AF-A0A081BMT7-F1,211,1000,0.027048588825074917,0.19469026548672563,0.07984524232227723,0.03389830508474576,0.11167512690355329
AF-A0A086AGF5-F1,193,1000,-0.11173183011398288,0.44776119402985076,0.10943237326454917,0.11363636363636365,0.11650485436893204
AF-A0A087K663-F1,253,1000,-0.2794724412561704,0.2245989304812834,0.06466039729629938,0.09782608695652173,0.20487804878048782
AF-A0A090J1P6-F1,103,1000,-0.01452184758814321,0.25,0.02693713572660567,0.0,0.10344827586206896
AF-A0A090QN67-F1,434,1000,-0.6236765436266001,0.5016501650165017,0.28728888090834037,0.4563758389261745,0.4563758389261745
AF-A0A090VCC4-F1,283,1000,-0.13810506049675808,0.2679425837320574,0.1071764565304772,0.0718562874251497,0.1764705882352941
AF-A0A093Z3Q7-F1,142,1000,-0.08218969942270657,0.27848101265822783,0.04580144525313991,0.09523809523809522,0.09523809523809522
AF-A0A094Q6L8-F1,442,1000,-0.08582939236965595,0.15942028985507248,0.05157852365638732,0.039999999999999994,0.08247422680412371
AF-A0A094WBF1-F1,238,1000,-0.16881363352710446,0.18934911242603553,0.0571559080845495,0.0625,0.12571428571428572
AF-A0A0A1Q1Z9-F1,187,1000,-0.22384352762433235,0.29787234042553196,0.10635995362454562,0.11235955056179778,0.16842105263157894
AF-A0A0A6UVY2-F1,124,1000,0.07762848810553391,0.22222222222222224,0.05503598486328737,0.0,0.049999999999999996
AF-A0A0A8KXJ8-F1,475,1000,-0.32561679763510853,0.4112676056338029,0.1503019537970503,0.1901840490797546,0.35795454545454547
AF-A0A0B0IDR2-F1,196,1000,-0.41384124745615003,0.3188405797101449,0.13859604421439997,0.1967213114754098,0.2542372881355932
AF-A0A0C1IMN7-F1,103,1000,-0.044858883407484,0.25688073394495414,0.044693995275514965,0.0,0.2058823529411765
AF-A0A0C1Z5R4-F1,337,1000,-0.05933506331821444,0.11940298507462686,0.042670294975314584,0.024793388429752067,0.08029197080291971
AF-A0A0C2RMB1-F1,178,1000,-0.417588204773576,0.48333333333333334,0.1395410903761648,0.26373626373626374,0.3865546218487395
AF-A0A0C2RTK4-F1,262,1000,-0.32109951444644813,0.45918367346938777,0.1344226524828025,0.14285714285714288,0.44919786096256686
AF-A0A0C3AC76-F1,319,1000,-0.07302022465596562,0.2095238095238095,0.06825383205002544,0.07017543859649121,0.13903743315508021
AF-A0A0C3I9N6-F1,463,1000,-0.19977389011557703,0.20051413881748073,0.08272818034645751,0.08414239482200647,0.14153846153846153
AF-A0A0D0K2C7-F1,148,1000,-0.1724375805978894,0.3157894736842105,0.08334817970121816,0.0,0.24390243902439027
AF-A0A0D1A8Z2-F1,163,1000,-0.2512258950114755,0.35526315789473684,0.07265983347536895,0.0,0.21666666666666667
AF-A0A0D3LB07-F1,382,1000,-0.0880371984276607,0.1724137931034483,0.05537165378588868,0.09090909090909091,0.09090909090909091
AF-A0A0D6M722-F1,748,1000,-0.3301087512768201,0.25914634146341464,0.1265248315788147,0.1708074534161491,0.1826923076923077
AF-A0A0D6QI55-F1,343,1000,-0.32328846709893905,0.3225806451612903,0.13033973047453642,0.13733905579399142,0.2429906542056075
AF-A0A0E2EBR0-F1,166,1000,-0.5733453923409146,0.7647058823529412,0.5872410663999907,0.6966292134831462,0.7578947368421053
AF-A0A0E2W986-F1,61,1000,-0.44423148228226067,0.6769230769230768,0.13502982950916453,0.20512820512820512,0.21052631578947367
AF-A0A0E3P1D7-F1,64,1000,-0.45314842022798657,0.53125,0.10619087490265429,0.0,0.4
AF-A0A0F4JJR3-F1,241,1000,-0.03585991275090222,0.23529411764705882,0.05927234892583453,0.011560693641618498,0.11518324607329841
AF-A0A0F7PNC1-F1,85,1000,-0.3913862826887382,0.7924528301886792,0.47306948364718315,0.5599999999999999,0.7037037037037037
AF-A0A0F8FY96-F1,247,1000,-0.18479568455800752,0.4220183486238532,0.1123563328986975,0.06410256410256411,0.17857142857142858
AF-A0A0F9L9P7-F1,172,1000,-0.16173144519372396,0.2564102564102564,0.06679295240269466,0.07874015748031496,0.22222222222222224
AF-A0A0F9UAM7-F1,337,1000,0.006912128375728253,0.1415929203539823,0.0386594136773459,0.07662835249042146,0.07662835249042146
AF-A0A0G0C4K1-F1,325,1000,-0.3906576932052728,0.30000000000000004,0.1649369643895423,0.22837370242214536,0.292063492063492
AF-A0A0G0G5I9-F1,248,1000,-0.1855565479343409,0.22549019607843138,0.08071859335263687,0.19631901840490798,0.19631901840490798
AF-A0A0H1RMD7-F1,421,1000,-0.06254728403887057,0.13440860215053765,0.048536888938201586,0.08743169398907102,0.10824742268041238
AF-A0A0H3GZA4-F1,160,1000,-0.5448991109960691,0.6166666666666667,0.36632849674480944,0.4705882352941176,0.5471698113207547
AF-A0A0J8V6N4-F1,412,1000,-0.07319363090153835,0.17647058823529416,0.04631353602102604,0.012539184952978056,0.09230769230769231
AF-A0A0M2JQX3-F1,115,1000,-0.36818456924243237,0.5660377358490566,0.16715190069612754,0.12903225806451613,0.24242424242424243
AF-A0A0M3KBQ3-F1,169,1000,-0.1829153022228647,0.323943661971831,0.048670323488191225,0.03389830508474576,0.21666666666666665
AF-A0A0N1FD95-F1,412,1000,-0.26232869502261685,0.1949860724233983,0.09858248525063158,0.1823529411764706,0.1823529411764706
AF-A0A0Q5WE75-F1,562,1000,-0.22763223767358273,0.21397379912663755,0.10343009929111018,0.07981220657276994,0.15517241379310345
AF-A0A0Q6VGJ6-F1,205,1000,-0.18413891485058648,0.22485207100591714,0.06351704334363574,0.1212121212121212,0.22485207100591714
AF-A0A0Q6W2Y4-F1,334,1000,-0.017877666616309264,0.16835016835016833,0.051009751251330324,0.039603960396039604,0.0851063829787234
AF-A0A0Q6WY09-F1,559,1000,-0.34664208038417615,0.24686192468619245,0.12301177813569251,0.1377551020408163,0.20754716981132074
AF-A0A0Q6X9Y4-F1,76,1000,-0.20184889207455056,0.68,0.1367316065016319,0.3103448275862069,0.68
AF-A0A0Q9ES15-F1,379,1000,-0.10199527557360626,0.2178217821782178,0.06193930232514077,0.13930348258706468,0.13930348258706468
AF-A0A0Q9L010-F1,220,1000,-0.0842177106185222,0.2191780821917808,0.06839718456386465,0.0915032679738562,0.16149068322981366
AF-A0A0Q9Z105-F1,337,1000,-0.33710680179370967,0.1921921921921922,0.06633145860222506,0.11371237458193979,0.1558441558441558
AF-A0A0R2AXN7-F1,169,1000,-0.4115143043843659,0.5984251968503936,0.18318187421166665,0.3658536585365853,0.3658536585365853
AF-A0A0R2QD14-F1,64,1000,-0.24096346801939728,0.43636363636363634,0.1298273323354203,0.21428571428571427,0.2857142857142857
AF-A0A0R3BKB2-F1,157,1000,-0.6267397213506269,0.6296296296296295,0.4282710771925175,0.46511627906976755,0.5849056603773585
AF-A0A0R3ILJ3-F1,247,1000,-0.15626350970142566,0.2545454545454545,0.085107642819785,0.0945945945945946,0.1625
AF-A0A0S2I673-F1,220,1000,0.14813075342072238,0.6618705035971223,0.2409031249954798,0.25000000000000006,0.25000000000000006
AF-A0A0S2W802-F1,151,1000,-0.047223438463191054,0.28125,0.017962052965209346,0.0,0.05333333333333334
AF-A0A0S2ZQV6-F1,598,1000,0.14762710089223965,0.09388335704125178,0.03261146697091506,0.017699115044247787,0.055555555555555566
AF-A0A0S4LCY7-F1,223,1000,-0.11736747732055959,0.2312138728323699,0.04525841381346519,0.016666666666666666,0.0875
AF-A0A0S7Y438-F1,383,1000,-0.003000523222262366,0.16927899686520376,0.07011988891515361,0.023076923076923075,0.1228668941979522
AF-A0A0S8D8U9-F1,406,1000,-0.01704653168590618,0.17391304347826086,0.045534964967761396,0.06008583690987126,0.0846153846153846
AF-A0A0S8HBW3-F1,187,1000,-0.39188378175759664,0.5416666666666666,0.19241268179945412,0.07920792079207921,0.5396825396825398
